FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,Madre de Dios,Peru,2020-07-09 04:34:23,-11.972699,-70.53171999999998,2326,75,0,2251,"Madre de Dios, Peru",1338.3199079401606,3.224419604471195
,,Madrid,Spain,2020-07-09 04:34:23,40.4168,-3.7038,72409,8441,40736,23232,"Madrid, Spain",1090.2262374901172,11.657390655857697
,,Magadan Oblast,Russia,2020-07-09 04:34:23,62.48858785,153.9903764,951,4,550,397,"Magadan Oblast, Russia",659.9995835964772,0.4206098843322818
,,Magallanes,Chile,2020-07-09 04:34:23,-52.368,-70.9863,1507,17,1416,74,"Magallanes, Chile",904.9257504518623,1.1280690112806901
,,Magdalena,Colombia,2020-07-09 04:34:23,10.4113,-74.4057,2308,166,887,1255,"Magdalena, Colombia",172.0146734180687,7.192374350086655
,,Maharashtra,India,2020-07-09 04:34:23,19.449759,76.108221,223724,9448,123192,91084,"Maharashtra, India",181.6764071831449,4.223060556757433
,,Manipur,India,2020-07-09 04:34:23,24.738975,93.882541,1435,0,793,642,"Manipur, India",46.41692098934352,0.0
,,Manitoba,Canada,2020-07-09 04:34:23,53.7609,-98.8139,325,7,312,6,"Manitoba, Canada",23.593175256639306,2.1538461538461537
,,Maranhao,Brazil,2020-07-09 04:34:23,-4.9609,-45.2744,92939,2324,70927,19688,"Maranhao, Brazil",1313.5918360251135,2.50056488664608
,,Marche,Italy,2020-07-09 04:34:23,43.61675973,13.5188753,6794,987,5623,184,"Marche, Italy",445.4290417899508,14.527524286134826
,,Mari El Republic,Russia,2020-07-09 04:34:23,56.5767504,47.8817512,3184,24,2870,290,"Mari El Republic, Russia",466.6343266410975,0.7537688442211056
,,Martinique,France,2020-07-09 04:34:23,14.6415,-61.0242,249,14,98,137,"Martinique, France",66.35311046860218,5.622489959839357
,,Mato Grosso,Brazil,2020-07-09 04:34:23,-12.6819,-56.9211,23835,882,10832,12121,"Mato Grosso, Brazil",684.0359469715015,3.700440528634361
,,Mato Grosso do Sul,Brazil,2020-07-09 04:34:23,-20.7722,-54.7852,11063,134,7291,3638,"Mato Grosso do Sul, Brazil",398.094844666364,1.211244689505559
,,Maule,Chile,2020-07-09 04:34:23,-35.5183,-71.6885,6581,78,5363,1140,"Maule, Chile",629.7908990860808,1.1852302081750494
,,Mayotte,France,2020-07-09 04:34:23,-12.8275,45.166244,2688,34,2446,208,"Mayotte, France",985.2902904187117,1.2648809523809523
,,Mecklenburg-Vorpommern,Germany,2020-07-09 04:34:23,53.6127,12.4296,805,20,777,8,"Mecklenburg-Vorpommern, Germany",50.010095205553924,2.484472049689441
,,Meghalaya,India,2020-07-09 04:34:23,25.536934,91.278882,80,1,43,36,"Meghalaya, India",2.3762070389193006,1.25
,,Melilla,Spain,2020-07-09 04:34:23,35.2923,-2.9381,126,2,125,,"Melilla, Spain",148.77965261131902,1.5873015873015872
,,Meta,Colombia,2020-07-09 04:34:23,3.272,-73.0877,1386,19,1009,358,"Meta, Colombia",133.3048641848494,1.3708513708513708
,,Metropolitana,Chile,2020-07-09 04:34:23,-33.4376,-70.6505,232158,5533,213021,13604,"Metropolitana, Chile",3263.9430165976646,2.383290689961147
,,Mexico,Mexico,2020-07-09 04:34:23,19.4969,-99.7233,40087,4985,32458,2644,"Mexico, Mexico",230.01769013741847,12.435452889964328
,,Michoacan,Mexico,2020-07-09 04:34:23,19.5665,-101.7068,6642,529,5742,371,"Michoacan, Mexico",137.6465914439028,7.964468533574225
,,Mie,Japan,2020-07-09 04:34:23,34.508018,136.376013,45,1,45,,"Mie, Japan",2.526837825302294,2.2222222222222223
,,Minas Gerais,Brazil,2020-07-09 04:34:23,-18.5122,-44.555,64035,1355,40731,21949,"Minas Gerais, Brazil",302.4971997692263,2.116030295931912
,,Miyagi,Japan,2020-07-09 04:34:23,38.446859,140.927086,99,1,90,8,"Miyagi, Japan",4.2924688850203685,1.0101010101010102
,,Miyazaki,Japan,2020-07-09 04:34:23,32.193203999999994,131.299374,18,0,17,1,"Miyazaki, Japan",1.6770691539465632,0.0
,,Mizoram,India,2020-07-09 04:34:23,23.309381,92.83821999999999,197,0,133,64,"Mizoram, India",15.896788687296448,0.0
,,Molise,Italy,2020-07-09 04:34:23,41.55774754,14.65916051,445,23,405,17,"Molise, Italy",145.60708337559754,5.168539325842697
,,Montserrat,United Kingdom,2020-07-09 04:34:23,16.742498,-62.187366000000004,11,1,10,0,"Montserrat, United Kingdom",220.0440088017604,9.090909090909092
,,Moquegua,Peru,2020-07-09 04:34:23,-16.860271,-70.839046,1182,20,0,1162,"Moquegua, Peru",613.3886870783601,1.6920473773265652
,,Mordovia Republic,Russia,2020-07-09 04:34:23,54.4419829,44.4661144,3680,27,2559,1094,"Mordovia Republic, Russia",457.1110581127277,0.7336956521739131
,,Morelos,Mexico,2020-07-09 04:34:23,18.6813,-99.1013,3232,715,2316,201,"Morelos, Mexico",158.11684404258588,22.122524752475247
,,Moscow,Russia,2020-07-09 04:34:23,55.7504461,37.6174943,226795,4027,160913,61855,"Moscow, Russia",1813.4216630946482,1.7756123371326529
,,Moscow Oblast,Russia,2020-07-09 04:34:23,55.50431579999999,38.0353929,59716,970,39550,19196,"Moscow Oblast, Russia",795.8541378324582,1.624355281666555
,,Murcia,Spain,2020-07-09 04:34:23,37.9922,-1.1307,1717,148,2180,-611,"Murcia, Spain",115.41592417099841,8.61968549796156
,,Murmansk Oblast,Russia,2020-07-09 04:34:23,68.00004179999999,33.9999151,6359,21,3785,2553,"Murmansk Oblast, Russia",843.8644986377939,0.33024060386853277
,,Mykolaiv Oblast,Ukraine,2020-07-09 04:34:23,46.975,31.9946,463,11,330,122,"Mykolaiv Oblast, Ukraine",18.358292813580853,2.375809935205184
,,Nagaland,India,2020-07-09 04:34:23,26.06702,94.470302,657,0,304,353,"Nagaland, India",29.20395875885398,0.0
,,Nagano,Japan,2020-07-09 04:34:23,36.132134,138.045528,76,0,76,0,"Nagano, Japan",3.7095065868146566,0.0
,,Nagasaki,Japan,2020-07-09 04:34:23,33.235712,129.608033,19,1,16,2,"Nagasaki, Japan",1.4323148318462386,5.2631578947368425
,,Nara,Japan,2020-07-09 04:34:23,34.317451,135.871644,100,2,90,8,"Nara, Japan",7.518101709390786,2.0
,,Narino,Colombia,2020-07-09 04:34:23,1.2892,-77.3579,4077,132,2386,1559,"Narino, Colombia",250.031890258262,3.2376747608535688
,,Navarra,Spain,2020-07-09 04:34:23,42.6954,-1.6761,5490,528,3905,1057,"Navarra, Spain",844.6855584925515,9.617486338797814
,,Nayarit,Mexico,2020-07-09 04:34:23,21.7514,-104.8455,2141,229,1513,399,"Nayarit, Mexico",166.1530486096614,10.695936478281178
,,Nenets Autonomous Okrug,Russia,2020-07-09 04:34:23,68.27557185,57.1686375,171,0,43,128,"Nenets Autonomous Okrug, Russia",388.6628633770485,0.0
,,New Brunswick,Canada,2020-07-09 04:34:23,46.5653,-66.4619,165,2,162,1,"New Brunswick, Canada",21.154035997758953,1.2121212121212122
,,New Caledonia,France,2020-07-09 04:34:23,-20.904304999999997,165.618042,21,0,21,0,"New Caledonia, France",7.355748517466401,0.0
,,New South Wales,Australia,2020-07-09 04:34:23,-33.8688,151.2093,3453,49,2986,418,"New South Wales, Australia",42.53510716925351,1.4190558934260065
,,Newfoundland and Labrador,Canada,2020-07-09 04:34:23,53.1355,-57.6604,261,3,258,0,"Newfoundland and Labrador, Canada",50.06089783548954,1.1494252873563218
,,Niedersachsen,Germany,2020-07-09 04:34:23,52.6367,9.8451,13748,642,12750,356,"Niedersachsen, Germany",172.22786794226533,4.669770148385219
,,Niigata,Japan,2020-07-09 04:34:23,37.521819,138.918647,85,0,83,2,"Niigata, Japan",3.8234794022417287,0.0
,,Ningxia,China,2020-07-09 04:34:23,37.2692,106.1655,75,0,75,0,"Ningxia, China",1.0901162790697674,0.0
,,Nizhny Novgorod Oblast,Russia,2020-07-09 04:34:23,55.47180329999999,44.0911594,19241,275,13063,5903,"Nizhny Novgorod Oblast, Russia",594.8214886334408,1.429239644509121
,,Nordrhein-Westfalen,Germany,2020-07-09 04:34:23,51.4332,7.6616,44306,1696,40400,2210,"Nordrhein-Westfalen, Germany",247.0688801114793,3.827923983207692
,,Norrbotten,Sweden,2020-07-09 04:34:23,66.8309,20.3992,1444,69,0,1375,"Norrbotten, Sweden",577.3852127008753,4.778393351800554
,,Norte de Santander,Colombia,2020-07-09 04:34:23,7.9463,-72.8988,415,22,201,192,"Norte de Santander, Colombia",27.82081251520927,5.301204819277109
,,North Ossetia - Alania Republic,Russia,2020-07-09 04:34:23,42.79336110000001,44.6324493,4175,67,3611,497,"North Ossetia - Alania Republic, Russia",594.9285017064118,1.6047904191616766
,,Northern Ireland,United Kingdom,2020-07-09 04:34:23,54.7877,-6.4923,5765,554,0,5211,"Northern Ireland, United Kingdom",306.3881802721088,9.60971379011275
69,,Northern Mariana Islands,US,2020-07-09 04:34:23,15.0979,145.6739,31,2,0,29,"Northern Mariana Islands, US",56.216451472508346,6.451612903225806
,,Northern Territory,Australia,2020-07-09 04:34:23,-12.4634,130.8456,30,0,29,1,"Northern Territory, Australia",12.214983713355048,0.0
,,Northwest Territories,Canada,2020-07-09 04:34:23,64.8255,-124.8457,5,0,5,0,"Northwest Territories, Canada",11.134865490824867,0.0
,,Nova Scotia,Canada,2020-07-09 04:34:23,44.681999999999995,-63.7443,1066,63,998,5,"Nova Scotia, Canada",109.0585058984692,5.909943714821764
,,Novgorod Oblast,Russia,2020-07-09 04:34:23,58.2843833,32.5169757,3217,28,1100,2089,"Novgorod Oblast, Russia",530.4414354401493,0.8703761268262357
,,Novosibirsk Oblast,Russia,2020-07-09 04:34:23,54.9720169,79.48139240000002,6831,124,4507,2200,"Novosibirsk Oblast, Russia",244.9397583017223,1.8152539891670327
,,Nuble,Chile,2020-07-09 04:34:23,-36.7226,-71.7622,2700,35,2300,365,"Nuble, Chile",561.7872324488305,1.2962962962962963
,,Nuevo Leon,Mexico,2020-07-09 04:34:23,25.5922,-99.9962,8428,466,6243,1719,"Nuevo Leon, Mexico",150.22763193802382,5.529188419553868
,,OHiggins,Chile,2020-07-09 04:34:23,-34.5755,-71.0022,7567,104,5913,1550,"OHiggins, Chile",827.3969307477408,1.3743887934452226
,,Oaxaca,Mexico,2020-07-09 04:34:23,17.0732,-96.7266,6924,668,5658,598,"Oaxaca, Mexico",167.10135382504993,9.647602541883304
,,Odessa Oblast,Ukraine,2020-07-09 04:34:23,46.4846,30.7326,1984,25,863,1096,"Odessa Oblast, Ukraine",83.35055799501578,1.2600806451612903
,,Odisha,India,2020-07-09 04:34:23,20.505428,84.418059,10624,48,7006,3570,"Odisha, India",22.918119452672855,0.45180722891566266
,,Oita,Japan,2020-07-09 04:34:23,33.200697,131.43323999999998,60,1,59,0,"Oita, Japan",5.284322998958988,1.6666666666666667
,,Okayama,Japan,2020-07-09 04:34:23,34.89246,133.826252,28,0,26,2,"Okayama, Japan",1.4818060675724736,0.0
,,Okinawa,Japan,2020-07-09 04:34:23,25.768923,126.668016,147,7,138,2,"Okinawa, Japan",10.11582969071711,4.761904761904762
,,Omsk Oblast,Russia,2020-07-09 04:34:23,56.09352629999999,73.5099936,4285,38,2394,1853,"Omsk Oblast, Russia",218.6134144456275,0.8868144690781797
,,Ontario,Canada,2020-07-09 04:34:23,51.2538,-85.3232,38079,2748,33363,1968,"Ontario, Canada",258.8325705570083,7.216576065547939
,,Orebro,Sweden,2020-07-09 04:34:23,59.535,15.0066,2446,166,0,2280,"Orebro, Sweden",802.480274273716,6.78659035159444
,,Orel Oblast,Russia,2020-07-09 04:34:23,52.96854329999999,36.0692477,4840,73,3406,1361,"Orel Oblast, Russia",647.7108640114983,1.5082644628099173
,,Orenburg Oblast,Russia,2020-07-09 04:34:23,52.02692620000001,54.7276647,4427,23,3256,1148,"Orenburg Oblast, Russia",223.8436179034444,0.5195391913259544
,,Osaka,Japan,2020-07-09 04:34:23,34.620965000000005,135.507481,1915,86,1730,99,"Osaka, Japan",21.738234648748154,4.490861618798956
,,Ostergotland,Sweden,2020-07-09 04:34:23,58.3454,15.5198,3369,224,0,3145,"Ostergotland, Sweden",723.745690071859,6.648857227663996
,,P.A. Bolzano,Italy,2020-07-09 04:34:23,46.49933453,11.35662422,2650,292,2275,83,"P.A. Bolzano, Italy",497.82273002228,11.018867924528301
,,P.A. Trento,Italy,2020-07-09 04:34:23,46.06893511,11.12123097,4876,405,4434,37,"P.A. Trento, Italy",900.5980591705486,8.305988515176374
,,Pais Vasco,Spain,2020-07-09 04:34:23,42.9896,-2.6189,13884,1562,16160,-3838,"Pais Vasco, Spain",637.5006887431814,11.25036012676462
,,Para,Brazil,2020-07-09 04:34:23,-1.9981,-54.9306,118744,5169,105839,7736,"Para, Brazil",1380.2843587572281,4.353062049450919
,,Paraiba,Brazil,2020-07-09 04:34:23,-7.24,-36.782,56344,1171,19999,35174,"Paraiba, Brazil",1402.245374524001,2.0783046997018317
,,Parana,Brazil,2020-07-09 04:34:23,-25.2521,-52.0215,35715,895,9852,24968,"Parana, Brazil",312.35905469996084,2.50594988100238
,,Pasco,Peru,2020-07-09 04:34:23,-10.39655,-75.307635,1234,25,0,1209,"Pasco, Peru",453.843324751747,2.025931928687196
,,Penza Oblast,Russia,2020-07-09 04:34:23,53.1655415,44.78791810000001,5558,54,4982,522,"Penza Oblast, Russia",417.37537124855913,0.9715725080964376
,,Perm Krai,Russia,2020-07-09 04:34:23,58.5951603,56.3159546,4155,91,3080,984,"Perm Krai, Russia",158.39903748281628,2.190132370637786
,,Pernambuco,Brazil,2020-07-09 04:34:23,-8.8137,-36.9541,67604,5323,47881,14400,"Pernambuco, Brazil",707.3715367396559,7.873794450032542
,,Piaui,Brazil,2020-07-09 04:34:23,-7.7183,-42.7289,28411,858,27927,-374,"Piaui, Brazil",867.9813529584108,3.019957058885643
,,Piemonte,Italy,2020-07-09 04:34:23,45.0732745,7.680687483,31459,4107,26212,1140,"Piemonte, Italy",722.1319592342862,13.05508757430306
,,Piura,Peru,2020-07-09 04:34:23,-5.133361,-80.335861,18141,809,0,17332,"Piura, Peru",885.791015625,4.45951160354997
,,Poltava Oblast,Ukraine,2020-07-09 04:34:23,49.5883,34.5514,326,13,278,35,"Poltava Oblast, Ukraine",23.27841483991805,3.9877300613496933
,,Port Quarantine,Japan,2020-07-09 04:34:23,,,353,1,201,151,"Port Quarantine, Japan",,0.28328611898017
,,Primorsky Krai,Russia,2020-07-09 04:34:23,45.0819456,134.726645,4849,55,3273,1521,"Primorsky Krai, Russia",253.4713128914914,1.1342544854609198
,,Prince Edward Island,Canada,2020-07-09 04:34:23,46.5107,-63.4168,32,0,27,5,"Prince Edward Island, Canada",20.232931625336693,0.0
,,Pskov Oblast,Russia,2020-07-09 04:34:23,57.5358729,28.8586826,3109,31,1599,1479,"Pskov Oblast, Russia",488.417176449149,0.9971051785139916
,,Puducherry,India,2020-07-09 04:34:23,11.882658000000001,78.86498,1008,14,480,514,"Puducherry, India",71.31022636752215,1.3888888888888888
,,Puebla,Mexico,2020-07-09 04:34:23,19.0414,-98.2063,12841,1612,10293,936,"Puebla, Mexico",194.4294839949604,12.553539443968539
72,,Puerto Rico,US,2020-07-09 04:34:23,18.2208,-66.5901,8745,159,0,8586,"Puerto Rico, US",298.11741155679675,1.8181818181818181
,,Puglia,Italy,2020-07-09 04:34:23,41.12559576,16.86736689,4536,546,3912,78,"Puglia, Italy",112.58228670608204,12.037037037037036
,,Punjab,India,2020-07-09 04:34:23,30.841465000000003,75.40879,6907,178,4828,1901,"Punjab, India",22.915346291623806,2.577095700014478
,,Punjab,Pakistan,2020-07-09 04:34:23,30.811346,72.13913199999998,84587,1955,51450,31182,"Punjab, Pakistan",76.88857593034795,2.311229858016007
,,Puno,Peru,2020-07-09 04:34:23,-14.995826999999998,-69.922726,1112,33,0,1079,"Puno, Peru",89.82229402261713,2.9676258992805757
,,Putumayo,Colombia,2020-07-09 04:34:23,0.436,-75.5277,38,8,9,21,"Putumayo, Colombia",10.913832420975236,21.05263157894737
,,Qinghai,China,2020-07-09 04:34:23,35.7452,95.9956,18,0,18,0,"Qinghai, China",0.29850746268656714,0.0
,,Quebec,Canada,2020-07-09 04:34:23,52.9399,-73.5491,56079,5603,25534,24942,"Quebec, Canada",656.8416643690073,9.991262326361026
,,Queensland,Australia,2020-07-09 04:34:23,-27.4698,153.0251,1068,6,1057,5,"Queensland, Australia",20.877724562603852,0.5617977528089888
,,Queretaro,Mexico,2020-07-09 04:34:23,20.5888,-100.3899,2290,349,1664,277,"Queretaro, Mexico",100.45458991936,15.240174672489083
,,Quindio,Colombia,2020-07-09 04:34:23,4.461,-75.6674,177,6,131,40,"Quindio, Colombia",32.78360597439545,3.389830508474576
,,Quintana Roo,Mexico,2020-07-09 04:34:23,19.1817,-88.4791,4570,657,3046,867,"Quintana Roo, Mexico",265.19519120457227,14.37636761487965
,,Rajasthan,India,2020-07-09 04:34:23,26.583423,73.847973,22063,482,16866,4715,"Rajasthan, India",27.227283547260786,2.1846530390246115
,,Recovered,US,2020-07-09 04:34:23,,,0,0,953420,-909601,"Recovered, US",,
,,Reunion,France,2020-07-09 04:34:23,-21.1151,55.5364,563,3,472,88,"Reunion, France",62.883387616328676,0.5328596802841918
,,Rheinland-Pfalz,Germany,2020-07-09 04:34:23,50.1183,7.309,7100,236,6668,196,"Rheinland-Pfalz, Germany",173.81324721335747,3.323943661971831
,,Rio Grande do Norte,Brazil,2020-07-09 04:34:23,-5.4026,-36.9541,36511,1326,2904,32281,"Rio Grande do Norte, Brazil",1041.13289037208,3.631782202623867
,,Rio Grande do Sul,Brazil,2020-07-09 04:34:23,-30.0346,-51.2177,35557,825,29424,5308,"Rio Grande do Sul, Brazil",312.5274945880982,2.320218241133954
,,Rio de Janeiro,Brazil,2020-07-09 04:34:23,-22.9068,-43.1729,126329,10970,105231,10128,"Rio de Janeiro, Brazil",731.7081788222526,8.683675165638927
,,Risaralda,Colombia,2020-07-09 04:34:23,5.3158,-75.9928,637,19,335,283,"Risaralda, Colombia",67.52165834040879,2.9827315541601256
,,Rivne Oblast,Ukraine,2020-07-09 04:34:23,50.6199,26.2516,4304,78,2272,1954,"Rivne Oblast, Ukraine",371.8997909791835,1.812267657992565
,,Rondonia,Brazil,2020-07-09 04:34:23,-11.5057,-63.5806,25067,585,14391,10091,"Rondonia, Brazil",1410.457314071094,2.3337455618941236
,,Roraima,Brazil,2020-07-09 04:34:23,-2.7376,-62.0751,19284,386,4495,14403,"Roraima, Brazil",3183.433730464655,2.0016594067620828
,,Rostov Oblast,Russia,2020-07-09 04:34:23,47.6222451,40.7957942,10350,149,7383,2818,"Rostov Oblast, Russia",245.23439669495116,1.4396135265700483
,,Ryazan Oblast,Russia,2020-07-09 04:34:23,54.42267320000001,40.57052460000001,5507,21,4123,1363,"Ryazan Oblast, Russia",491.0501714707608,0.381332849101144
,,Saarland,Germany,2020-07-09 04:34:23,49.3964,7.023,2808,174,2589,45,"Saarland, Germany",283.4906093735645,6.196581196581197
,,Sachsen,Germany,2020-07-09 04:34:23,51.1045,13.2017,5465,224,5200,41,"Sachsen, Germany",134.01384082196464,4.098810612991766
,,Sachsen-Anhalt,Germany,2020-07-09 04:34:23,51.9503,11.6923,1900,60,1797,43,"Sachsen-Anhalt, Germany",86.03821636437819,3.1578947368421053
,,Saga,Japan,2020-07-09 04:34:23,33.286977,130.115738,45,0,45,0,"Saga, Japan",5.523431008050707,0.0
,,Saint Barthelemy,France,2020-07-09 04:34:23,17.9,-62.8333,6,0,6,0,"Saint Barthelemy, France",60.69802731411229,0.0
,,Saint Petersburg,Russia,2020-07-09 04:34:23,59.9606739,30.158655100000004,26389,1484,20552,4353,"Saint Petersburg, Russia",493.07400033819545,5.623555269240971
,,Saint Pierre and Miquelon,France,2020-07-09 04:34:23,46.8852,-56.3159,1,0,1,0,"Saint Pierre and Miquelon, France",17.25625539257981,0.0
,,Saitama,Japan,2020-07-09 04:34:23,35.997101,139.347635,1330,67,1007,256,"Saitama, Japan",18.095993941515648,5.037593984962406
,,Sakha (Yakutiya) Republic,Russia,2020-07-09 04:34:23,66.941626,129.642371,4598,34,3730,834,"Sakha (Yakutiya) Republic, Russia",476.8077317930584,0.7394519356241844
,,Sakhalin Oblast,Russia,2020-07-09 04:34:23,49.7219665,143.448533,1103,0,436,667,"Sakhalin Oblast, Russia",225.0189215820279,0.0
,,Samara Oblast,Russia,2020-07-09 04:34:23,53.2128813,50.8914633,5576,59,3276,2241,"Samara Oblast, Russia",174.60390028038086,1.058106169296987
,,San Andres y Providencia,Colombia,2020-07-09 04:34:23,12.5567,-81.7185,28,1,21,6,"San Andres y Providencia, Colombia",45.69190600522193,3.5714285714285716
,,San Luis Potosi,Mexico,2020-07-09 04:34:23,22.1565,-100.9855,3978,235,3024,719,"San Luis Potosi, Mexico",138.79284417869042,5.907491201608849
,,San Martin,Peru,2020-07-09 04:34:23,-7.039531,-76.729127,6216,170,0,6046,"San Martin, Peru",690.9737661182747,2.7348777348777347
,,Santa Catarina,Brazil,2020-07-09 04:34:23,-27.2423,-50.2189,36810,432,28115,8263,"Santa Catarina, Brazil",513.7625844616756,1.17359413202934
,,Santander,Colombia,2020-07-09 04:34:23,6.6437,-73.6536,1064,21,284,759,"Santander, Colombia",48.69928511829487,1.9736842105263157
,,Sao Paulo,Brazil,2020-07-09 04:34:23,-23.5505,-46.6333,341365,16788,199005,125572,"Sao Paulo, Brazil",743.4060753305235,4.917903124221874
,,Saratov Oblast,Russia,2020-07-09 04:34:23,51.6520555,46.86319520000001,7231,47,3988,3196,"Saratov Oblast, Russia",293.59101890009947,0.6499792559811921
,,Sardegna,Italy,2020-07-09 04:34:23,39.21531192,9.110616306,1371,134,1227,10,"Sardegna, Italy",83.6184145924197,9.773887673231219
,,Saskatchewan,Canada,2020-07-09 04:34:23,52.9399,-106.4509,808,15,746,47,"Saskatchewan, Canada",68.37803575629661,1.8564356435643565
,,Schleswig-Holstein,Germany,2020-07-09 04:34:23,54.2194,9.6961,3200,153,3000,47,"Schleswig-Holstein, Germany",110.47007779855231,4.78125
,,Scotland,United Kingdom,2020-07-09 04:34:23,56.4907,-4.2026,18309,2489,0,15820,"Scotland, United Kingdom",335.1271209708418,13.594407122180348
,,Sergipe,Brazil,2020-07-09 04:34:23,-10.5741,-37.3857,32490,875,19759,11856,"Sergipe, Brazil",1413.4100376909344,2.693136349646045
,,Sevastopol*,Ukraine,2020-07-09 04:34:23,44.6054,33.522,254,5,197,52,"Sevastopol*, Ukraine",57.30904693249942,1.968503937007874
,,Shaanxi,China,2020-07-09 04:34:23,35.1917,108.8701,321,3,314,4,"Shaanxi, China",0.8307453416149069,0.9345794392523364
,,Shandong,China,2020-07-09 04:34:23,36.3427,118.1498,792,7,785,0,"Shandong, China",0.7882950134368468,0.8838383838383839
,,Shanghai,China,2020-07-09 04:34:23,31.201999999999998,121.4491,721,7,689,25,"Shanghai, China",2.9744224422442245,0.970873786407767
,,Shanxi,China,2020-07-09 04:34:23,37.5777,112.2922,199,0,198,1,"Shanxi, China",0.5352339967724583,0.0
,,Shiga,Japan,2020-07-09 04:34:23,35.21582700000001,136.13806399999999,104,1,99,4,"Shiga, Japan",7.355317717899518,0.9615384615384616
,,Shimane,Japan,2020-07-09 04:34:23,35.07076,132.55406399999998,24,0,24,0,"Shimane, Japan",3.5590038348266315,0.0
,,Shizuoka,Japan,2020-07-09 04:34:23,34.916975,138.40778400000002,90,1,81,8,"Shizuoka, Japan",2.470133343287056,1.1111111111111112
,,Sichuan,China,2020-07-09 04:34:23,30.6171,102.7103,599,3,582,14,"Sichuan, China",0.7181393118331135,0.5008347245409015
,,Sicilia,Italy,2020-07-09 04:34:23,38.11569725,13.362356699999998,3097,283,2687,127,"Sicilia, Italy",61.94135032143701,9.137875363254762
,,Sikkim,India,2020-07-09 04:34:23,27.571671000000002,88.472712,133,0,71,62,"Sikkim, India",19.268353106333784,0.0
,,Sinaloa,Mexico,2020-07-09 04:34:23,25.1721,-107.4795,9526,1508,7554,464,"Sinaloa, Mexico",301.7733221739084,15.830359017425993
,,Sindh,Pakistan,2020-07-09 04:34:23,26.009446,68.77680699999999,99362,1637,56373,41352,"Sindh, Pakistan",207.49675098495803,1.6475111209516717
,,Sint Maarten,Netherlands,2020-07-09 04:34:23,18.0425,-63.0548,78,15,63,0,"Sint Maarten, Netherlands",181.89450118931015,19.23076923076923
,,Skane,Sweden,2020-07-09 04:34:23,55.9903,13.5958,3186,252,0,2934,"Skane, Sweden",231.2336744743716,7.909604519774011
,,Smolensk Oblast,Russia,2020-07-09 04:34:23,55.03434960000001,33.0192065,4904,72,2724,2108,"Smolensk Oblast, Russia",516.5650530680003,1.468189233278956
,,Sonora,Mexico,2020-07-09 04:34:23,29.2972,-110.3309,10421,960,8682,779,"Sonora, Mexico",338.92241470430884,9.2121677382209
,,Sormland,Sweden,2020-07-09 04:34:23,59.0336,16.7519,2266,246,0,2020,"Sormland, Sweden",761.5782751898904,10.85613415710503
,,South Australia,Australia,2020-07-09 04:34:23,-34.9285,138.6007,443,4,437,2,"South Australia, Australia",25.220609165955025,0.9029345372460497
,,St Martin,France,2020-07-09 04:34:23,18.0708,-63.0501,43,3,37,3,"St Martin, France",111.22895056778499,6.976744186046512
,,Stavropol Krai,Russia,2020-07-09 04:34:23,44.86325770000001,43.4406913,5813,109,3662,2042,"Stavropol Krai, Russia",207.55718087860282,1.8751075176328917
,,Stockholm,Sweden,2020-07-09 04:34:23,59.6025,18.1384,21629,2344,0,19285,"Stockholm, Sweden",909.8974750965576,10.837301770770724
,,Sucre,Colombia,2020-07-09 04:34:23,8.814,-74.7233,2003,111,261,1631,"Sucre, Colombia",221.3594765174396,5.5416874687968045
,,Sumy Oblast,Ukraine,2020-07-09 04:34:23,50.9077,34.7981,323,5,264,54,"Sumy Oblast, Ukraine",29.86819157809469,1.5479876160990713
,,Sverdlovsk Oblast,Russia,2020-07-09 04:34:23,58.6414755,61.8021546,14792,141,9008,5643,"Sverdlovsk Oblast, Russia",341.99131797054326,0.9532179556517036
,,Tabasco,Mexico,2020-07-09 04:34:23,17.8409,-92.6189,13255,1271,10542,1442,"Tabasco, Mexico",515.3001978395101,9.588834402112411
,,Tacna,Peru,2020-07-09 04:34:23,-17.644160999999997,-70.27756,1107,10,0,1097,"Tacna, Peru",298.38274932614553,0.9033423667570009
,,Tamaulipas,Mexico,2020-07-09 04:34:23,24.2669,-98.8363,8013,525,6665,823,"Tamaulipas, Mexico",219.4980444321238,6.551853238487458
,,Tambov Oblast,Russia,2020-07-09 04:34:23,52.9019574,41.3578918,5073,19,3418,1636,"Tambov Oblast, Russia",490.8316175673793,0.37453183520599254
,,Tamil Nadu,India,2020-07-09 04:34:23,11.006091,78.400624,122350,1700,74167,46483,"Tamil Nadu, India",157.1788393423761,1.3894564773191662
,,Tarapaca,Chile,2020-07-09 04:34:23,-19.9232,-69.5132,6789,105,5937,747,"Tarapaca, Chile",2053.799938286171,1.5466195315952276
,,Tasmania,Australia,2020-07-09 04:34:23,-42.8821,147.3272,228,13,215,0,"Tasmania, Australia",42.57703081232493,5.701754385964913
,,Tatarstan Republic,Russia,2020-07-09 04:34:23,55.7648572,52.43104273,4858,14,3798,1046,"Tatarstan Republic, Russia",124.74693679248868,0.2881844380403458
,,Telangana,India,2020-07-09 04:34:23,18.1124,79.0193,29536,324,17279,11933,"Telangana, India",75.03544215376108,1.0969664138678223
,,Ternopil Oblast,Ukraine,2020-07-09 04:34:23,49.5535,25.5948,2142,31,1327,784,"Ternopil Oblast, Ukraine",204.8038061764315,1.4472455648926237
